label,text
1,man fuck it im still going to coachella idgaf
1,some people vacation in hawaii every year some go to europe and i choose to poo in a f portapotty for days coachella
1,you know where youll find me sunday night of coachella not at drake coachella coachella totesobvi
0,rt kmthinks that wouldve been dope travi scott pnd jhene aiko disclosure sampha and wiz add them to the line up coachella
1,llcoollj coachella huh this will be epic see you there
1,let them coachella tweets begin while i cry cause i cant go
0,seeing coldplay andor the xx in that lineup wouldve been nice coachella
1,coachella line up announced and flights bookedcoachella
0,check out the coachella lineup
0,whos all going to this years concert performance of coachella
1,does anyone wanna give me and also a plane coachella
0,good morning erryone and coachella lineup coachella
0,its freezing balls in milwaukee tonight stay warm edm nowplaying coachella coachella coldday
0,selling coachella weekend ga tickets we got from presale coachella its gonna be rough getting them from the site later
-1,azealiabanks is performing at coachella okima just be here in south africa crying
0,coachella thoughts
1,ready to do this shit for another year coachella
1,drake is headlining on sunday coachella
1,id love to go to coachella
0,drake hey drizzy being the voice of a generation will u please wear a freepalestine tshirt at coachella to raise awareness
0,rt vakast whats your thoughts on the coachella lineup thought badreligion could be with the acdc group music ttot
1,most people at coachella who the fuck is steelydan only the greatest band named after a vibrator ever
-1,governors ball has a better lineup than coachella because of alyankovic
0,rt buzybakerr coachella line up has been dropped
-1,to everyone going to coachella leave your flower crowns at home douchebags
1,my day just got better coachella
0,if anyone wants to help a girl out id love you forever coachella
1,cleanbandit playing at coachella this year coachella damn my coachella envy is gonna start early this year someonetakeme
0,someone come with me to coachella i have an extra ticket coachella
-1,govball packing a lil left hook to coachella uppercut
0,marina and the diamonds and florence and the machine are both performing at coachella and im not going brb crying
1,rt ravas so losrakas will be performing at coachella coachella so proud they are representing pty respect keepitreal
1,the guy running this is in touch w apollo cause only a god can gift us with jackwhite and acdc coachella
1,coachella is gonna be so dopeeeee coachella
0,wonder how many of these bandsartists kanye wests fans have heard of coachella coachella
1,its probably every artists dream to be on a poster in size font coachella
1,kaskade the lineup is here coachella cue the flower headband display front center hellyeah
-1,as bad as it gets coachella
1,looking for coachella passes someone be my savior please
1,i just wanna see the theweeknd on day two coachella
0,round here we go coachella
1,id go rt raury whos responsible coachella
0,its group text season coachella
1,rt lucerofeaa losrakas wow congratulationsgod bless rakanation soyraka coachella super happy for you guys
0,rt robertcaruso i am not appearing at coachella
0,coachella i would only miss school on friday but missing school means more work so ill try to go next year
1,raury whos responsible coachella imagine lmfao
0,texas usa garland coachella coachella acdc steely dan drake among headliners coachella
0,azealia banks amp action bronson just make fun of each other for minutes coachella
1,its about that time where my inner hipster comes out loud and proud coachella igottago iwillgo
1,own it trendlaunch sexy fringe flirty bikini coachella piece coachella cool
-1,steely dan is playing coachella and i am officially dead
1,not a huge fan of rock but acdc would be wild as fuck live coachella
0,death grips holograms coachella
1,rt mirandaevargas hope the coachella predicted lineup this year is as accurate as possible somanyartistsiloveeee coachella
0,rt jetlifelidz coachella lineup thenuu nuuelementz coachella
1,we could go to coachella just to listen to jackwhite
1,that coachella line up tho
1,something something coachella cositscoolyeah coachella
1,the coachella lineup yass i may finally get to hear connect live coachella
0,looking for a group to attend coachella with coachella coachella nyc
1,got my weekend pass for coachella pumped to be marking this music festival off my
1,its official nycbritt coachella
1,i dont know what a coachella is but acdc are playing there so theres that coachella acdc coachella
1,coachella season approaching tbt coachella coachie turntchella
1,rhab marina and the diamonds and florence and the machine on sunday i think i might die of happiness coachella
1,the coachella lineup is the beautiful thing i have ever seen
0,no more gesaffelstein shows after coachella itsasadday
1,pacsun what weve all been waiting for coachella coachella i wanna go so bad
1,uhmm can i go to coachella
-1,ivanclow this coachella lineup is sick going coachellaonfleek lololololol but it took me a second
1,well well coachella
1,coachella line up being revealed just makes me want to book my ticket now i need to hurry up and go to la
-1,rt lizisnotsexy who cares about the coachella lineup all i wanna know is the warpedtour full lineup
1,currently experiencing sudden outbursts of excitement because of coachella soexcited weekend coachella
1,the coachella lineup ugh crying i want to go so bad
1,shall we coachella coachella
0,coachella tickets go on sale tomorrow at noon pst whos going
1,now i have something to look forward too coachella
1,yeah im going coachella coachella
0,can i win tickets for coachella please
-1,the coachella line up
0,tomorrow can either be my favorite day or my most hated day coachella
-1,whoever is in charge of the order in which bands are listed on the coachella poster should be fired
1,kaskade david guetta amp martin solveig all in one day jarretthayama coachella
0,bet drake brill drake coachella
1,coachella lineup
1,and then theres that coachella lineup
1,one day coachella glastonbury isleofwight
1,mista drake headlining coachella youre gonna kill it bu comethru nwts
0,that coachella lineup tho
1,if you guys dont go and watch cloud nothings at coachella we wont be friends anymore ever
-1,coachella docket has steely dan amp acdc sadly breadseals amp croftsean cassidy were unavailable music
1,azealiabanks this is your fucking year at coachella were gonna fuck shit up so stoked coachella
-1,seriously contemplating a quick trip back to us just to go to coachella
1,the lineup for coachella is totally awesome
